,inv_num,date_year,date_winter,date_month,date_Monday,date_Saturday,date_Sunday,date_Thursday,date_Tuesday,date_Wednesday,date_morning,date_afternoon,date_evening,loc_latitude,loc_longitude,loc_North York,loc_Scarborough,loc_Toronto and East York,loc_Bay Street Corridor (76),loc_Rouge (131),loc_Waterfront Communities-The Island (77),loc_West Humber-Clairville (1),loc_Wexford/Maryvale (119),loc_Woburn (137),loc_dundas,loc_steeles,loc_finch,loc_lawrence,loc_lake shore,loc_queen,loc_clair,loc_sheppard,loc_bloor,loc_gardiner,loc_victoria,loc_don mills,loc_don valley,loc_king,env_no_traffic_control,env_intersection,env_major_arterial,env_daylight,env_precipitation,inv_cyclist,inv_pedestrian,inv_automobile,inv_passenger,inv_injury_level,inv_fatal_acc,cau_normal,cau_inattentive,cau_driving_properly,cau_failed_to_yield_row,cau_speeding,cau_agressive_driv,cau_going_ahead,cau_turning_left
8186,3,2012,0,9,0,0,0,1,0,0,0,0,1,43.648345,-79.39329,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8187,3,2012,0,9,0,0,0,1,0,0,0,0,1,43.648345,-79.39329,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
8188,3,2012,0,9,0,0,0,1,0,0,0,0,1,43.648345,-79.39329,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,0,1,0,2,0,0,1,0,0,0,0,1,0
8189,3,2012,0,9,0,0,0,0,0,0,1,0,0,43.646545,-79.38979,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
8190,3,2012,0,9,0,0,0,0,0,0,1,0,0,43.646545,-79.38979,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
8191,3,2012,0,9,0,0,0,0,0,0,1,0,0,43.646545,-79.38979,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0.0,0,1,1,0,2,0,1,0,0,0,0,1,0,0
8192,3,2012,0,9,0,0,0,0,0,0,0,1,0,43.711745,-79.411693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
8193,3,2012,0,9,0,0,0,0,0,0,0,1,0,43.711745,-79.411693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,1,0,1,0,0,0,1,0,0,0,0,1,1,0
8194,3,2012,0,9,0,0,0,0,0,0,0,1,0,43.711745,-79.411693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,1,0,1,0,2,0,0,0,0,0,0,1,1,0
8195,2,2012,0,9,0,0,1,0,0,0,1,0,0,43.697645,-79.44089,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
8196,2,2012,0,9,0,0,1,0,0,0,1,0,0,43.697645,-79.44089,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,1,1,0,2,0,0,1,0,0,0,0,0,0
8197,4,2012,0,10,1,0,0,0,0,0,1,0,0,43.732245,-79.34209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1,1,0,1,0,1,0,0,0,0,1,1,0
8198,4,2012,0,10,1,0,0,0,0,0,1,0,0,43.732245,-79.34209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1,1,0,0,0,1,0,1,0,0,1,1,0
8199,4,2012,0,10,1,0,0,0,0,0,1,0,0,43.732245,-79.34209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
8200,4,2012,0,10,1,0,0,0,0,0,1,0,0,43.732245,-79.34209,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0,1,1,0,2,0,1,0,0,0,0,1,0,0
8201,2,2012,0,10,1,0,0,0,0,0,0,1,0,43.696845,-79.31569,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1
8202,2,2012,0,10,1,0,0,0,0,0,0,1,0,43.696845,-79.31569,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,1,1,0,2,0,1,0,0,0,0,1,0,0
8203,2,2012,0,10,0,0,0,0,1,0,0,0,1,43.654845,-79.37649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
8204,2,2012,0,10,0,0,0,0,1,0,0,0,1,43.654845,-79.37649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1,0,1,0,2,0,1,0,1,0,0,0,1,0
8205,4,2012,0,10,0,0,0,0,0,1,0,1,0,43.715645,-79.24329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
8206,4,2012,0,10,0,0,0,0,0,1,0,1,0,43.715645,-79.24329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
8207,4,2012,0,10,0,0,0,0,0,1,0,1,0,43.715645,-79.24329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0.0,0,1,1,1,0,0,1,0,1,0,0,0,1,0
8208,4,2012,0,10,0,0,0,0,0,1,0,1,0,43.715645,-79.24329,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0.0,0,1,1,1,2,0,0,1,0,0,0,0,0,0
8209,4,2012,0,10,0,0,0,1,0,0,0,0,1,43.677845,-79.39789,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8210,4,2012,0,10,0,0,0,1,0,0,0,0,1,43.677845,-79.39789,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
8211,4,2012,0,10,0,0,0,1,0,0,0,0,1,43.677845,-79.39789,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,1,0,0,0,2,0,0,0,0,0,0,1,0,0
8212,4,2012,0,10,0,0,0,1,0,0,0,0,1,43.677845,-79.39789,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8213,2,2012,0,10,0,0,0,0,0,0,0,1,0,43.670245,-79.49319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,1,0,3,1,1,0,1,0,0,0,1,0
8214,2,2012,0,10,0,0,0,0,0,0,0,1,0,43.670245,-79.49319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
8215,2,2012,0,10,0,0,0,0,0,0,0,1,0,43.803245,-79.37019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,1,1,0,0,0,1,0,1,0,0,0,1,0
8216,2,2012,0,10,0,0,0,0,0,0,0,1,0,43.803245,-79.37019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,1,1,0,2,0,0,1,0,0,0,0,0,0
8217,3,2012,0,10,0,0,0,0,1,0,0,1,0,43.677245,-79.446391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8218,3,2012,0,10,0,0,0,0,1,0,0,1,0,43.677245,-79.446391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
8219,3,2012,0,10,0,0,0,0,1,0,0,1,0,43.677245,-79.446391,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0.0,0,1,0,0,2,0,1,0,0,0,0,0,0,0
8220,5,2012,0,10,0,0,0,0,1,0,0,0,1,43.755445,-79.61419,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8221,5,2012,0,10,0,0,0,0,1,0,0,0,1,43.755445,-79.61419,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
8222,5,2012,0,10,0,0,0,0,1,0,0,0,1,43.755445,-79.61419,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8223,5,2012,0,10,0,0,0,0,1,0,0,0,1,43.755445,-79.61419,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,1,0,0,2,0,1,0,0,0,0,1,0,0
8224,5,2012,0,10,0,0,0,0,1,0,0,0,1,43.755445,-79.61419,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
8225,3,2012,0,10,0,0,0,0,0,1,1,0,0,43.709145,-79.50589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
8226,3,2012,0,10,0,0,0,0,0,1,1,0,0,43.709145,-79.50589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,1,0,0,0,1,0,0,1,0,1,0,1
8227,3,2012,0,10,0,0,0,0,0,1,1,0,0,43.709145,-79.50589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1,0,1,0,2,0,1,0,1,0,0,1,1,0
8228,3,2012,0,10,0,0,0,0,0,1,0,1,0,43.778745,-79.30789,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0.0,0,1,0,0,2,0,1,0,0,0,0,1,0,0
8229,4,2012,0,8,0,0,0,0,0,1,1,0,0,43.691945,-79.46539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,0,1,0,2,0,1,0,1,0,0,1,0,0
8230,4,2012,0,4,1,0,0,0,0,0,0,1,0,43.721545,-79.28499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,0,1,0,2,0,1,0,1,0,0,1,1,0
8231,2,2012,1,3,1,0,0,0,0,0,0,1,0,43.696445,-79.29229,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,1,1,0,2,0,1,0,0,0,0,1,0,0
8232,3,2012,0,6,0,0,1,0,0,0,0,0,0,43.683245,-79.41809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8233,3,2012,0,10,0,0,0,1,0,0,1,0,0,43.649321,-79.420772,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
8234,3,2012,1,3,0,0,0,0,0,1,0,1,0,43.670645,-79.29689,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
8235,2,2012,0,6,0,0,1,0,0,0,0,0,1,43.788745,-79.16219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.0,0,0,1,0,2,0,1,0,1,0,0,0,1,0
8236,3,2012,0,6,0,0,1,0,0,0,0,0,0,43.683245,-79.41809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
8237,4,2012,0,4,0,0,0,0,1,0,0,0,0,43.716945,-79.39359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,1,1,3,1,0,0,0,0,1,1,0,0
8238,6,2012,0,8,0,0,0,1,0,0,0,1,0,43.759445,-79.26799,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8239,2,2012,0,10,0,0,0,1,0,0,0,1,0,43.708346,-79.530689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,1,0,2,0,1,0,1,0,0,1,0,0
8240,3,2012,0,5,0,0,0,0,1,0,0,0,1,43.751145,-79.22219,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
8241,2,2012,0,6,0,0,1,0,0,0,0,0,1,43.788745,-79.16219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8242,3,2012,0,6,0,0,1,0,0,0,0,0,0,43.683245,-79.41809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
8243,4,2012,0,6,1,0,0,0,0,0,1,0,0,43.678045,-79.37899,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8244,4,2012,0,6,1,0,0,0,0,0,1,0,0,43.678045,-79.37899,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8245,4,2012,0,6,1,0,0,0,0,0,1,0,0,43.678045,-79.37899,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8246,4,2012,0,6,1,0,0,0,0,0,1,0,0,43.678045,-79.37899,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,1,0,2,0,0,0,0,0,0,0,1,0
8247,2,2012,0,6,1,0,0,0,0,0,0,1,0,43.654746,-79.565189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
8248,2,2012,0,6,1,0,0,0,0,0,0,1,0,43.654746,-79.565189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.0,1,0,1,0,2,0,1,0,1,0,0,0,1,0
8249,2,2012,0,6,0,0,0,0,1,0,0,1,0,43.656945,-79.40519,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
8250,3,2012,1,3,0,0,0,0,0,1,0,1,0,43.670645,-79.29689,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,1,0,0,0,0,0,0,0,1,0,1,1,0
8251,2,2012,0,6,0,0,0,0,1,0,0,1,0,43.656945,-79.40519,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,0,1,0,2,0,1,0,0,0,0,0,1,0
8252,2,2012,0,6,0,0,0,0,0,1,0,0,1,43.734576,-79.447261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
8253,2,2012,0,6,0,0,0,0,0,1,0,0,1,43.734576,-79.447261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,0,1,0,2,0,0,1,0,0,0,0,1,0
8254,2,2012,0,6,0,0,0,1,0,0,0,0,0,43.656345,-79.38899,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
8255,2,2012,0,6,0,0,0,1,0,0,0,0,0,43.656345,-79.38899,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,0,1,0,2,0,0,0,0,0,0,0,1,0
8256,3,2012,0,6,0,0,0,0,0,0,1,0,0,43.681243,-79.444392,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8257,3,2012,0,6,0,0,0,0,0,0,1,0,0,43.681243,-79.444392,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
8258,3,2012,0,6,0,0,0,0,0,0,1,0,0,43.681243,-79.444392,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
8259,2,2012,0,6,0,0,0,0,0,0,0,0,1,43.650745,-79.47819,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,1,1,0,0,0,1,0,0,1,0,1,1,0
8260,2,2012,0,6,0,0,0,0,0,0,0,0,1,43.650745,-79.47819,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0.0,0,1,1,0,2,0,1,0,0,0,0,1,0,0
8261,2,2012,0,7,0,0,1,0,0,0,0,0,1,43.736745,-79.59169,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,1,1,0,0,0,1,0,0,1,0,1,0,1
8262,2,2012,0,7,0,0,1,0,0,0,0,0,1,43.736745,-79.59169,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,1,1,0,2,0,1,0,0,0,0,1,0,0
8263,1,2012,0,7,1,0,0,0,0,0,0,0,1,43.743145,-79.58279,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,0,0,2,0,1,0,0,0,1,1,1,0
8264,3,2012,0,7,0,0,0,0,0,1,1,0,0,43.665245,-79.37789,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8265,3,2012,0,7,0,0,0,0,0,1,1,0,0,43.665245,-79.37789,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
8266,3,2012,0,7,0,0,0,0,0,1,1,0,0,43.665245,-79.37789,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,1,1,0,2,0,1,0,0,0,0,0,0,0
8267,2,2012,0,7,0,0,0,0,0,1,0,1,0,43.614045,-79.52359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
8268,2,2012,0,7,0,0,0,0,0,1,0,1,0,43.614045,-79.52359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,1,0,0,2,0,0,1,0,0,0,0,0,0
8269,9,2012,0,7,0,0,0,1,0,0,0,1,0,43.748945,-79.27479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,1,1,1,0,0,1,0,0,0,0,1,0
8270,9,2012,0,7,0,0,0,1,0,0,0,1,0,43.748945,-79.27479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,1,1,2,0,1,0,1,0,0,0,1,0
8271,9,2012,0,7,0,0,0,1,0,0,0,1,0,43.748945,-79.27479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
8272,9,2012,0,7,0,0,0,1,0,0,0,1,0,43.748945,-79.27479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8273,9,2012,0,7,0,0,0,1,0,0,0,1,0,43.748945,-79.27479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,1,1,1,0,1,0,1,0,0,0,1,0
8274,9,2012,0,7,0,0,0,1,0,0,0,1,0,43.748945,-79.27479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,1,1,0,0,1,0,1,0,0,0,1,0
8275,9,2012,0,7,0,0,0,1,0,0,0,1,0,43.748945,-79.27479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
8276,9,2012,0,7,0,0,0,1,0,0,0,1,0,43.748945,-79.27479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
8277,9,2012,0,7,0,0,0,1,0,0,0,1,0,43.748945,-79.27479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.0,0,0,1,1,1,0,1,0,1,0,0,0,1,0
8278,3,2012,0,7,0,0,0,1,0,0,0,1,0,43.649845,-79.38709,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
8279,3,2012,0,7,0,0,0,1,0,0,0,1,0,43.649845,-79.38709,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0,0,1,0,2,0,1,0,1,0,0,1,1,0
8280,3,2012,0,7,0,0,0,1,0,0,0,1,0,43.649845,-79.38709,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8281,3,2012,0,7,0,0,0,0,0,0,1,0,0,43.821345,-79.31689,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
8282,3,2012,0,7,0,0,0,0,0,0,1,0,0,43.821345,-79.31689,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,0,1,0,0,0,1,0,0,1,0,1,0,1
8283,3,2012,0,7,0,0,0,0,0,0,1,0,0,43.821345,-79.31689,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,0,1,0,2,0,1,0,1,0,0,1,1,0
8284,2,2012,0,7,0,0,0,0,0,0,0,0,1,43.661545,-79.40979,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
8285,2,2012,0,7,0,0,0,0,0,0,0,0,1,43.661545,-79.40979,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0.0,1,0,1,0,2,0,0,0,0,0,0,0,0,1
8286,2,2012,0,7,0,0,0,0,0,0,0,0,0,43.823245,-79.24749,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,1,1,1,0,0,0,0,0,1,1,0,0
8287,2,2012,0,7,0,0,0,0,0,0,0,0,0,43.823245,-79.24749,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0,1,1,2,0,0,0,0,0,1,1,1,0
8288,2,2012,0,7,0,0,1,0,0,0,0,0,0,43.797045,-79.20439,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,1,1,0,0,0,0,1,0,0,1,1,1,0
8289,2,2012,0,7,0,0,1,0,0,0,0,0,0,43.797045,-79.20439,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,1,1,0,2,0,0,0,0,0,1,1,0,0
8290,1,2012,0,7,0,0,1,0,0,0,1,0,0,43.809045,-79.16619,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0,0,0,0,0,2,0,1,0,0,0,0,0,0,1
8291,6,2012,0,7,0,0,1,0,0,0,1,0,0,43.650845,-79.38659,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0.0,0,0,1,1,0,0,1,0,0,0,0,1,1,0
